"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"V15","Cyklista zraněný při srážce s železničním vlakem nebo železn","Cyklista zraněný při srážce s železničním vlakem nebo železničním vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V16","Cyklista zraněný při srážce s jiným nemotorovým vozidlem","Cyklista zraněný při srážce s jiným nemotorovým vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V17","Cyklista zraněný při srážce s pevnou překážkou","Cyklista zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V18","Cyklista zraněný při dopravní nehodě bez srážky","Cyklista zraněný při dopravní nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V19","Cyklista zraněný při jiných a neurčených dopravních nehodách","Cyklista zraněný při jiných a neurčených dopravních nehodách","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V20","Jezdec na motocyklu zraněný při srážce s chodcem nebo zvířet","Jezdec na motocyklu zraněný při srážce s chodcem nebo zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V21","Jezdec na motocyklu zraněný při srážce s jízdním kolem","Jezdec na motocyklu zraněný při srážce s jízdním kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V22","Jezdec na motocyklu zraněný při sráž. s dvou nebo tříkolovým","Jezdec na motocyklu zraněný při sráž. s dvou nebo tříkolovým motor. vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V23","Jezdec na motocyklu zra. při sráž. s auto-mobilem osob., dod","Jezdec na motocyklu zra. při sráž. s auto-mobilem osob., dodávk. n. lehkým nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V24","Jezdec na motocyklu zraněný při srážce s těžkým nákl. vozidl","Jezdec na motocyklu zraněný při srážce s těžkým nákl. vozidlem nebo autobusem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V25","Jezdec na motocyklu zra. při sráž. s auto-mobilem osob., dod","Jezdec na motocyklu zra. při sráž. s auto-mobilem osob., dodávk. n. lehkým nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V26","Jezdec na motocyklu zraněný při srážce s jiným nemotorovým v","Jezdec na motocyklu zraněný při srážce s jiným nemotorovým vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V27","Jezdec na motocyklu zraněný při srážce s pevnou překážkou","Jezdec na motocyklu zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V28","Jezdec na motocyklu zraněný při dopravní nehodě bez srážky","Jezdec na motocyklu zraněný při dopravní nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V29","Jezdec na motocyklu zraněný při jiných a neurčených dopravní","Jezdec na motocyklu zraněný při jiných a neurčených dopravních nehodách","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V30","Čl. osád. 3kol. mot. voz. zraněný při sráž. s chodcem n. zví","Čl. osád. 3kol. mot. voz. zraněný při sráž. s chodcem n. zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V31","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jízdním kolem","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jízdním kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V32","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jin. 2, 3kol. ","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jin. 2, 3kol. mot. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V33","Člen osádky tříkolového motor. vozidla zraněný při srážce s ","Člen osádky tříkolového motor. vozidla zraněný při srážce s aut. os., dodávk. n. leh. nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V34","Člen osádky tříkolového motor. vozidla zraněný při srážce s ","Člen osádky tříkolového motor. vozidla zraněný při srážce s těžk. nákl. voz. n. autobusem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V35","Čl. osád. 3kol. mot. voz. zraněný při sráž. s žel. vlak. n. ","Čl. osád. 3kol. mot. voz. zraněný při sráž. s žel. vlak. n. žel. vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V36","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jiným nemot. v","Čl. osád. 3kol. mot. voz. zraněný při sráž. s jiným nemot. vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V37","Člen osád. 3kol. mot. vozidla zraněný při srážce s pevnou př","Člen osád. 3kol. mot. vozidla zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V38","Čl. osád. 3kol. mot. voz. zraněný při dopr. neh. bez srážky","Čl. osád. 3kol. mot. voz. zraněný při dopr. neh. bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V39","Čl. osád. 3kol. mot. voz. zraněný při jiných a neurč. dopr. ","Čl. osád. 3kol. mot. voz. zraněný při jiných a neurč. dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V40","Člen osádky osob. automobilu zraněný při srážce s chodcem ne","Člen osádky osob. automobilu zraněný při srážce s chodcem nebo zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V41","Člen osád.osob. automobilu zraněný při srážce s jízdním kole","Člen osád.osob. automobilu zraněný při srážce s jízdním kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V42","Čl. osád. osob. automobilu zra. při sráž. s dvou n. tříkolov","Čl. osád. osob. automobilu zra. při sráž. s dvou n. tříkolovým motor. vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V43","Čl. osád. osob. automobilu zra. při sráž. s automobil.osob.,","Čl. osád. osob. automobilu zra. při sráž. s automobil.osob., dodáv. n. leh. nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V44","Člen osádky osob. automobilu zr. při sráž. s těžk. nákl. voz","Člen osádky osob. automobilu zr. při sráž. s těžk. nákl. vozidlem n. autobusem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V45","Člen osádky osob. automobilu zra. při sráž. s železnič. vlak","Člen osádky osob. automobilu zra. při sráž. s železnič. vlakem n. železnič. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V46","Člen osád. os. automobilu zraněný při sráž. s jiným nemotoro","Člen osád. os. automobilu zraněný při sráž. s jiným nemotorovým vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V47","Člen osádky osobního automobilu zraněný při srážce s pevnou ","Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V48","Člen osádky osobního automobilu zraněný při dopravní nehodě ","Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V49","Člen osád. osobního automobilu zraněný při jiných a neurč. d","Člen osád. osobního automobilu zraněný při jiných a neurč. doprav. nehodách","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V50","Člen osádky dodáv. n. lehk. nákl. auta zra. při srážce s cho","Člen osádky dodáv. n. lehk. nákl. auta zra. při srážce s chodcem n. zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V51","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při sráž. s jízd","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při sráž. s jízd. kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V52","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při sráž. s 2, 3","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při sráž. s 2, 3kol. mot. voz","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V53","Čl. osád. dodávk. n. lehk. nákl. auta zra. při sráž. s aut. ","Čl. osád. dodávk. n. lehk. nákl. auta zra. při sráž. s aut. os., dodávk. či leh. nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V54","Člen osádky dodáv. n. lehk. nákl. auta zra. při sráž. s těžk","Člen osádky dodáv. n. lehk. nákl. auta zra. při sráž. s těžk. nákl. voz. n. busem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V55","Člen osádky dodáv. n. lehkého nákl. aut. zraněný při srážce ","Člen osádky dodáv. n. lehkého nákl. aut. zraněný při srážce s žel. vlak. n. žel. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V56","Čl. osád. dodáv. n. leh. nákl. aut. zra. při sráž. s jiným n","Čl. osád. dodáv. n. leh. nákl. aut. zra. při sráž. s jiným nemot. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V57","Člen osádky dodáv. n. lehkého nákl. auta zraněný  při sráž. ","Člen osádky dodáv. n. lehkého nákl. auta zraněný  při sráž. s pevn. překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V58","Člen osádky dodáv. n. lehkého nákl. aut. zraněný při dopr. n","Člen osádky dodáv. n. lehkého nákl. aut. zraněný při dopr. nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V59","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při j. a neurč. ","Čl. osád. dodáv. n. leh. nákl. aut. zraněný při j. a neurč. dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V60","Čl. osád. těž. nákl. voz. zra. při sráž. s chod. n. zvířetem","Čl. osád. těž. nákl. voz. zra. při sráž. s chod. n. zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V61","Čl. osád. těž. nákl. voz. zra. při sráž. s jízd. kolem","Čl. osád. těž. nákl. voz. zra. při sráž. s jízd. kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V62","Čl. osád. těž. nákl. voz. zraněný při sráž. s 2, 3kol. mot. ","Čl. osád. těž. nákl. voz. zraněný při sráž. s 2, 3kol. mot. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V63","Čl. osád.těžkého nákl. vozidla zraněný při srážce s aut. oso","Čl. osád.těžkého nákl. vozidla zraněný při srážce s aut. osob., dodáv. n. leh. nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V64","Čl. osádky těž. nákl. vozidla zraněný při srážce s pevnou př","Čl. osádky těž. nákl. vozidla zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V65","Čl. osád. těž. nákl. voz. zra. při sráž. s žel. vlak. n. žel","Čl. osád. těž. nákl. voz. zra. při sráž. s žel. vlak. n. žel. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V66","Čl. osád. těž. nákl. voz. zra. při sráž. s jiným nemot. voz.","Čl. osád. těž. nákl. voz. zra. při sráž. s jiným nemot. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V67","Člen osádky těž. nákl. voz. zraněný při srážce s pevnou přek","Člen osádky těž. nákl. voz. zraněný při srážce s pevnou překážkou ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V68","Člen osádky těžkého nákl. vozidla zraněný při dopravní nehod","Člen osádky těžkého nákl. vozidla zraněný při dopravní nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V69","Čl. osád. těž. nákl. voz. zra. při jiných a neurč. dopr. neh","Čl. osád. těž. nákl. voz. zra. při jiných a neurč. dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V70","Čl. osád. autobusu zra. při sráž. s chod. n. zvířetem","Čl. osád. autobusu zra. při sráž. s chod. n. zvířetem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V71","Člen osádky autobusu zraněný pří srážce s jízdním kolem","Člen osádky autobusu zraněný pří srážce s jízdním kolem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V72","Čl. osád. autobusu zraněný při sráž. s 2, 3kol. mot. vozidle","Čl. osád. autobusu zraněný při sráž. s 2, 3kol. mot. vozidlem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V73","Čl. osád. autobusu zraněný při sráž. s aut. os., dodáv. nebo","Čl. osád. autobusu zraněný při sráž. s aut. os., dodáv. nebo leh. nákl.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V74","Čl. osád. autobusu zraněný při sráž. s těž. nákl. voz. nebo ","Čl. osád. autobusu zraněný při sráž. s těž. nákl. voz. nebo autob.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V75","Čl. osád. autobusu zra. při sráž. s želez. vlak. n. žel. voz","Čl. osád. autobusu zra. při sráž. s želez. vlak. n. žel. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V76","Čl. osád. autobusu zraněný při sráž. s jiným nemot. voz.","Čl. osád. autobusu zraněný při sráž. s jiným nemot. voz.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V77","Člen osádky autobusu zraněný při srážce s pevnou překážkou","Člen osádky autobusu zraněný při srážce s pevnou překážkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V78","Člen osádky autobusu zraněný při dopravní nehodě bez srážky","Člen osádky autobusu zraněný při dopravní nehodě bez srážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V79","Čl. osád. autobusu zra. při jin. a neurč. dopr. nehodách","Čl. osád. autobusu zra. při jin. a neurč. dopr. nehodách","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V80","Jezdec na zvířeti n. čl. osád. vozidla taženého zvířetem zra","Jezdec na zvířeti n. čl. osád. vozidla taženého zvířetem zraněný při dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V81","Člen osádky železničního vlaku n. želez-ničního vozidla zran","Člen osádky železničního vlaku n. želez-ničního vozidla zraněný při dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V82","Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě","Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V83","Čl. osád. zvláštního vozidla urč. zejm. pro průmysl. prostor","Čl. osád. zvláštního vozidla urč. zejm. pro průmysl. prostory zraněný při dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V84","Člen osádky zvláštního vozidla urč. zejm. pro zemědělství zr","Člen osádky zvláštního vozidla urč. zejm. pro zemědělství zraněný při dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V85","Čl. osád. zvl. staveb. voz. zraněný při dopr. neh.","Čl. osád. zvl. staveb. voz. zraněný při dopr. neh.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V86","Čl. osád. teren. či j. motor. voz. urč. hl. pro mimosilnič. ","Čl. osád. teren. či j. motor. voz. urč. hl. pro mimosilnič. provoz zra. při dopr. neh. ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V87","Provozní (silniční) nehoda určeného typu‚ ale s neznámým způ","Provozní (silniční) nehoda určeného typu‚ ale s neznámým způsobem dopravy oběti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V88","Neprovozní (mimosilniční) nehoda urč. typu, ale s nezn. způs","Neprovozní (mimosilniční) nehoda urč. typu, ale s nezn. způs. dopravy oběti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V89","Nehoda motorového nebo nemotorového vozidla, typ vozidla neu","Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V90","Nehoda plavidla jako příčina (u)tonutí a potopení","Nehoda plavidla jako příčina (u)tonutí a potopení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V91","Nehoda plavidla jako příčina jiného poranění","Nehoda plavidla jako příčina jiného poranění","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V92","(U)tonutí a potopení v souvislosti s vodní dopravou, bez neh","(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V93","Nehoda na palubě plavidla bez nehody plavidla‚ která není př","Nehoda na palubě plavidla bez nehody plavidla‚ která není příčinou (u)tonutí a potopení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V94","Jiné a neurčené nehody při vodní dopravě","Jiné a neurčené nehody při vodní dopravě","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V95","Nehoda letounu s pohonem jako příčina zranění člena osádky","Nehoda letounu s pohonem jako příčina zranění člena osádky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V96","Nehoda letounu bez pohonu jako příčina zranění člena osádky","Nehoda letounu bez pohonu jako příčina zranění člena osádky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V97","Jiné určené nehody při dopravě vzduchem","Jiné určené nehody při dopravě vzduchem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V98","Jiné určené dopravní nehody","Jiné určené dopravní nehody","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"V99","Neurčená dopravní nehoda","Neurčená dopravní nehoda","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W00","Pád na rovině na ledu a sněhu","Pád na rovině na ledu a sněhu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W01","Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnut","Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W02","Pád na ledních bruslích, lyžích, kolečkových bruslích nebo s","Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W03","Jiné pády na rovině ze srážky s nebo strčení jinou osobou","Jiné pády na rovině ze srážky s nebo strčení jinou osobou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W04","Pád při nesení nebo podpírání jinými osobami","Pád při nesení nebo podpírání jinými osobami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W05","Pád z invalidního vozíku","Pád z invalidního vozíku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W06","Pád z postele","Pád z postele","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W07","Pád ze židle","Pád ze židle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W08","Pád z jiného nábytku","Pád z jiného nábytku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W09","Pád z vybavení hřiště","Pád z vybavení hřiště","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W10","Pád na schodech a stupních nebo z nich","Pád na schodech a stupních nebo z nich","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W11","Pád na nebo ze žebříku","Pád na nebo ze žebříku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W12","Pád na nebo z lešení","Pád na nebo z lešení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W13","Pád z budovy nebo konstrukce nebo propadnutí jimi","Pád z budovy nebo konstrukce nebo propadnutí jimi","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W14","Pád ze stromu","Pád ze stromu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W15","Pád ze skály","Pád ze skály","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W16","Potopení se nebo skok do vody jako příčina jiného poranění, ","Potopení se nebo skok do vody jako příčina jiného poranění, než je (u)topení n. potopení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W17","Jiný pád z jedné úrovně na druhou","Jiný pád z jedné úrovně na druhou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W18","Jiný pád na rovině","Jiný pád na rovině","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W19","Neurčený pád","Neurčený pád","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W20","Udeření hozeným, vrženým nebo padajícím předmětem","Udeření hozeným, vrženým nebo padajícím předmětem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W21","Udeření sportovním nářadím (vybavením) nebo náraz na ně","Udeření sportovním nářadím (vybavením) nebo náraz na ně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W22","Udeření jinými předměty nebo náraz na ně","Udeření jinými předměty nebo náraz na ně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W23","Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů ","Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W24","Kontakt se zařízeními na zvedání a přenos NJ","Kontakt se zařízeními na zvedání a přenos NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W25","Kontakt s ostrým sklem","Kontakt s ostrým sklem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W26","Kontakt s jiným ostrým předmětem","Kontakt s jiným ostrým předmětem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W27","Kontakt s ručním nástrojem bez pohonu","Kontakt s ručním nástrojem bez pohonu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W28","Kontakt se sekačkou trávy s pohonem","Kontakt se sekačkou trávy s pohonem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W29","Kontakt s j. ruč. nástr. na pohon a stroji v domácnosti","Kontakt s j. ruč. nástr. na pohon a stroji v domácnosti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W30","Kontakt se zemědělskými stroji","Kontakt se zemědělskými stroji","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W31","Kontakt s jiným a neurčeným strojem","Kontakt s jiným a neurčeným strojem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W32","Výstřel z krátké jednoruční střelné zbraně, pistole, revolve","Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W33","Výstřel z pušky, brokovnice a větší ruční střelné zbraně","Výstřel z pušky, brokovnice a větší ruční střelné zbraně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W34","Výstřel z jiných a neurčených střelných zbraní","Výstřel z jiných a neurčených střelných zbraní","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W35","Výbuch a prasknutí kotle","Výbuch a prasknutí kotle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W36","Výbuch a prasknutí tlakové nádoby na plyn","Výbuch a prasknutí tlakové nádoby na plyn","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W37","Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice","Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W38","Výbuch a prasknutí jiných určených tlakových zařízení","Výbuch a prasknutí jiných určených tlakových zařízení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W39","Výstřel ohňostroje","Výstřel ohňostroje","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W40","Výbuch jiných látek","Výbuch jiných látek","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W41","Vystavení proudu pod vysokým tlakem","Vystavení proudu pod vysokým tlakem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W42","Vystavení hluku","Vystavení hluku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W43","Vystavení vibracím","Vystavení vibracím","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W44","Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem","Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W45","Cizí těleso nebo předmět proniklý kůží","Cizí těleso nebo předmět proniklý kůží","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W46","Kontakt se subkutánní jehlou","Kontakt se subkutánní jehlou","2009-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W49","Vystavení jiným a neurčeným neživotným mechanickým silám","Vystavení jiným a neurčeným neživotným mechanickým silám","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W50","Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání","Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W51","Uhození se o jinou osobu nebo náraz do jiné osoby","Uhození se o jinou osobu nebo náraz do jiné osoby","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W52","Rozdrcení, umačkání nebo ušlapání davem při lidské panice","Rozdrcení, umačkání nebo ušlapání davem při lidské panice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W53","Kousnutí krysou","Kousnutí krysou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W54","Kousnutí nebo úder psem","Kousnutí nebo úder psem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W55","Kousnutí nebo úder jinými savci","Kousnutí nebo úder jinými savci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W56","Kontakt s mořským živočichem","Kontakt s mořským živočichem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W57","Kousnutí nebo štípnutí (bodnutí) nejedovatým hmyzem a jinými","Kousnutí nebo štípnutí (bodnutí) nejedovatým hmyzem a jinými nejed. členovci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W58","Kousnutí a úder krokodýlem nebo aligátorem","Kousnutí a úder krokodýlem nebo aligátorem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W59","Kousnutí nebo rozdrcení jinými plazy","Kousnutí nebo rozdrcení jinými plazy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W60","Kontakt s rostlinnými trny a ostny a ostrými listy","Kontakt s rostlinnými trny a ostny a ostrými listy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W64","Vystavení jiným a neurčeným životným mechanickým silám","Vystavení jiným a neurčeným životným mechanickým silám","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W65","(U)tonutí a potopení při pobytu ve vaně","(U)tonutí a potopení při pobytu ve vaně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W66","(U)tonutí a potopení po pádu do vany","(U)tonutí a potopení po pádu do vany","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W67","(U)tonutí a potopení při pobytu v bazénu","(U)tonutí a potopení při pobytu v bazénu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W68","(U)tonutí a potopení po pádu do bazénu","(U)tonutí a potopení po pádu do bazénu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W69","(U)tonutí a potopení při pobytu v přírodní vodě","(U)tonutí a potopení při pobytu v přírodní vodě","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W70","(U)tonutí a potopení po pádu do přírodní vody","(U)tonutí a potopení po pádu do přírodní vody","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W73","Jiné určené (u)tonutí a potopení","Jiné určené (u)tonutí a potopení","1994-01-01","9999-09-09"
